1436928747,0
4404498328,0
3136270648,0
657863796,1
1311253967,1
73004672,1
721347486,0
974789316,0
3638286758,0
3144498308,1
7285803059,0
1571205107,0
4167431128,0
1435148857,1
57124012,0
32434021,0
617346365,0
2870785698,0
3383302738,0
2886920428,0
227728544,0
4423459338,1
105673073,1
28472051,0
89664023,0
32400341,1
4937217208,0
2209810727,1
26566331,1
454720445,0
1228935656,1
5742162869,1
520294385,1
584994125,0
913728536,0
1945873657,1
2208515047,0
195361894,1
487331995,1
291314294,1
391936035,0
275425814,1
53028502,1
22488051,0
615493955,1
82265043,1
212130424,1
8834569059,0
2626081698,1
2076306217,1
259330104,1
82073213,1
3383074678,1
4415530848,1
781636486,0
121761303,1
9337375459,0
1168577696,0
1038216326,1
114329123,1
457573205,1
4162589298,1
65088422,1
8819278709,1
57172142,0
180064534,0
45016392,0
307537984,1
260305074,0
4664072688,0
163920384,0
1234053716,0
1234054786,1
36438271,1
979013436,0
6762007259,0
781312406,0
72904612,1
1036994216,0
45124602,1
2078742847,1
76928472,1
9830424309,0
6775851949,0
22444101,0
1445008627,1
3897129558,1
164658624,1
3146246868,0
454560075,0
5269594519,1
915008526,0
2636032858,0
4938785508,1
6267439689,0
106305003,1
978113296,0
61152182,0
82056753,0
24532381,1
423874345,0
22432191,0
81673483,1
8808490279,0
1104515326,0
276546534,1
2887176868,0
6283348779,1
81889573,1
24438011,0
584453225,1
81729273,1
1821329517,1
1169800426,1
98008953,1
9838627409,0
106240773,0
28482041,0
423426615,0
7289366399,0
1165511386,1
850758626,1
2080392087,0
28558121,0
1824787067,1
73080092,0
656836006,0
113696463,0
24472281,1
72940462,1
8294405029,0
5257813899,1
975242526,1
89688873,1
2333441147,0
1040841886,1
1828117427,1
1955206187,0
7800326359,0
8303175759,1
5263888379,0
41140452,1
259986154,1
3145758938,1
1826710517,1
28516221,1
244673814,1
1041548636,1
328224475,0
3140637898,1
69188592,1
9831953249,0
4933380658,0
130224893,1
196530594,1
129728263,0
308657584,0
658180536,0
457027735,1
5229617849,0
195746414,1
424069345,1
4422702068,1
912266426,1
76812712,1
1955213007,1
212369834,1
1041472256,0
2086289437,1
130369403,1
98185373,1
52872492,1
5258828449,1
1105921086,0
20492041,0
2080912917,1
195826504,1
276400134,0
455460055,1
5750364859,1
8318997799,0
227938454,1
212577694,1
1229639326,1
393412265,1
358721915,0
488099655,1
291328874,0
65020362,0
391717355,1
2082712767,1
1316626047,1
585444295,1
36482111,0
423653465,1
4919840578,1
583141815,1
260627054,1
145632713,0
98201573,1
718656116,0
22424241,1
57164772,1
4677423628,1
82320753,0
49036772,1
1165643436,1
228499094,1
851018256,1
518560925,0
1103557516,0
3389978978,1
654528156,0
7820389409,1
73068752,1
145881413,1
106257023,1
2881041478,0
3909647898,0
36408381,1
38552281,1
73032062,0
3643441018,1
2205592477,1
76960192,0
89680843,1
113617463,1
784772356,0
292544774,0
845002136,1
69056312,0
1170627896,0
56968332,0
1168010786,1
2633772718,1
211523194,1
489188975,1
974795506,1
8850002549,1
2631209978,1
292784004,0
519046295,1
8319492519,0
2878477498,0
974020596,0
4411694038,1
3914031328,1
259555134,1
2621991028,1
424454275,1
76884672,1
6267491539,1
32430251,1
180369414,0
1561739707,0
28586031,0
1438340967,0
26536141,0
121729173,1
520579395,1
656000936,0
98377203,1
9325125569,1
73184592,1
4421381598,0
392897425,0
1104001676,0
3143462978,1
307938624,1
30404371,1
3393057218,1
1823500587,0
30524001,0
6790673589,0
3905830508,1
4679196258,1
1040707806,0
32576291,1
38490301,1
45108542,1
212097874,1
617220855,1
393124875,1
5232742019,1
3650590018,1
130048913,1
5253185829,1
5225480069,0
2333336157,1
328549885,1
721410886,0
82241103,1
56876152,0
61132462,1
488768825,0
64816682,1
488197785,1
243984754,0
8332385009,1
4150789968,0
61084402,1
7301717909,1
1829014937,1
146168463,0
1569042487,1
8297047639,1
1229448766,1
3644721838,1
68828402,1
4938255268,0
76836072,0
7792173619,0
73016622,1
137808433,0
38536361,1
30596241,1
4170006448,0
34432361,1
38584311,1
3659037758,1
1106059396,1
121832633,0
8840805799,1
76992632,1
1229188106,0
2635030038,0
2867714538,0
1038403136,0
3403570248,1
456896585,0
38596241,1
3644965118,1
45052202,0
2076439637,1
154288603,0
90032923,1
44828642,1
81961183,1
73144642,1
3906095018,1
121737363,1
24512061,0
28414041,0
122329213,1
1689610047,0
7308843939,0
615648125,0
154048913,1
41088662,1
3395613738,1
244546464,1
1231426166,0
392966375,1
56900572,1
106033163,1
1229573176,0
7821336719,0
44904562,1
1444864267,0
2460176067,1
1821449177,0
292290334,1
153977583,1
57140192,0
487013255,1
2881836568,1
654278996,1
915143216,1
211698944,1
328673985,0
145672463,0
244497994,1
658820416,0
1953301797,1
9857578019,0
9851392699,0
4940071288,1
422853835,1
72924232,0
114272823,1
2337941197,1
4152879408,1
137977103,1
1445890277,0
3653671978,1
457410135,0
1824789587,1
845892816,0
848517626,0
137961403,1
6778398669,0
1234699936,1
391936905,0
98017263,1
2458244697,0
68840002,0
614880275,0
291840694,0
1165442256,0
2331282217,1
73016322,0
1234179236,0
40984472,1
4405025198,1
1168775056,1
1564032617,0
1819928037,1
1309966397,1
130240933,1
61128422,1
4408077528,0
721731856,0
113904883,1
4935201048,1
456067115,0
456608815,0
9342515679,1
786123646,1
30482331,1
489315085,0
4684062408,1
9337402499,1
153664993,1
6807107789,1
122088633,0
845000636,1
82264733,0
1436176877,1
32590271,1
8305705829,0
32516171,0
53068062,0
3637797228,1
259360434,0
786116876,0
2632470258,0
361505285,0
82384023,0
327201225,0
275489994,1
2212118037,1
1038728876,1
1038793506,1
1170314356,1
359808435,0
8301118789,1
81912353,0
425474135,0
7819782689,0
60996632,1
4171780588,0
28544141,0
1828101587,0
848000776,0
307728904,0
1232515906,0
7817244389,0
5745692729,0
179714804,1
180050964,1
5756447479,0
2085128727,0
1310745137,1
105736883,1
912644936,0
26408081,0
163554144,1
60972262,0
154024833,1
3900198288,1
1821957737,0
228449724,1
9833540259,1
9831475989,1
196002134,1
4406055308,1
1434245287,0
146016303,0
5779968009,0
113713033,1
64944252,0
292210584,1
1309334617,1
276768424,0
520960005,0
9347627349,0
6277660519,0
22404371,1
3136551168,1
2459671637,1
1037636216,0
137809153,1
24400181,0
1040842546,1
1040202866,1
1168131116,0
1167049746,1
24586311,1
114288863,1
1231369426,1
163409154,0
6259720629,0
179442994,1
5259327669,1
73168332,0
77124482,1
2205701007,0
48900162,0
1318149677,0
106312853,1
6279777369,1
7282214889,0
1229442746,0
617156295,1
179570584,1
38508271,1
358723365,1
3396626138,0
327333875,1
56904592,1
130233223,1
2459142497,0
1103881616,1
20426331,1
9368628899,1
1042755976,0
61116682,1
60840132,0
2085652207,1
76900122,0
2458115427,0
6263369779,1
786118356,0
585028505,1
2210060337,0
551009475,0
2884098968,0
53064642,1
179954414,1
3141915798,1
57120542,1
65100502,1
227970284,1
49100422,1
9361929369,0
782848226,0
38438131,0
5266466379,0
3403268198,0
9368616609,0
1702282007,0
49004522,1
98248833,1
82304203,0
1564812447,0
138200453,0
275681274,0
243681804,1
41076192,0
1312384767,0
3643911568,0
1573138557,1
551778035,0
2458776507,1
392195905,1
4926987098,0
1166856236,1
41048072,0
391939925,1
9856581739,1
163553844,1
9336368089,0
61156582,1
2616857118,0
2206855537,0
30582371,1
65168762,1
2330649227,1
69164792,1
2629422518,1
57040682,1
227202264,1
1564693897,1
455780545,1
553123355,1
3903520958,1
64860402,1
4159236088,0
308642404,1
7789125699,1
2074770987,1
359329155,0
61072022,0
105985563,1
3124232328,0
105705503,1
7303769269,1
90224403,0
227586254,1
1948044327,0
24474051,0
8315421849,0
1566480737,1
7298627319,1
1165770856,1
260352104,0
164706344,1
9848352159,0
1569420757,0
22418101,0
145760823,1
979145136,1
327365275,1
73096562,1
1951369557,0
291361984,1
3141414218,1
1564557837,1
163425404,0
77016022,0
2084626897,1
9835034619,0
61012472,1
196065924,1
1037194266,1
6276661219,1
8815616399,0
73088102,0
7302737509,1
38408391,1
34590221,1
786176376,0
5768789199,1
228050284,1
20578391,1
3649796438,0
89737363,1
1101964686,1
76800422,1
90000033,0
584292945,1
68936442,1
583872015,0
307619074,1
909826676,0
196130324,1
1100812336,1
1105292786,1
73056312,0
7795227579,0
28438071,0
1170629926,0
5735945259,0
424899215,1
44948462,1
9844795829,1
1102281986,1
49152312,0
5253203199,1
4171521438,0
38432201,1
1234631436,1
8312332359,0
275632144,0
2210190607,1
26496131,0
276560134,0
2468884587,1
1570178787,0
7804463449,0
585445485,1
1700097397,0
90152423,0
130128493,0
3139870628,1
76980052,0
3637796758,1
137848133,0
7319628989,1
52980302,0
2205712137,1
260753834,1
22542261,1
721290866,1
1318291167,1
2333580127,0
98145563,1
722370336,0
30596081,0
781130056,1
68808192,0
3395097338,0
358945545,0
7829566779,1
1102405386,0
180384604,0
90152923,1
488804825,1
52808062,0
1702289887,1
1565204707,1
6773781899,0
8839751989,1
2879254228,0
3386385018,0
4149508248,0
4672010858,0
3909136718,0
53136392,0
7798333879,1
154128823,1
69072772,1
1169352746,1
122336483,0
722761786,1
4426034208,1
195826814,1
275233004,0
129808983,1
211840004,0
121729193,1
3129387508,1
121872793,0
1230728676,1
5745750119,1
113616303,0
1956504517,1
4423472428,1
2614060868,1
2465288497,0
6787161319,1
22530171,0
489027145,0
145817143,1
850626746,0
81945473,1
146376593,0
26462021,0
97760643,0
3388210058,1
228721594,0
121841123,1
1947522417,0
41168592,1
